blue,green,red,nir,swir1,swir2,tir_bt,surface_pressure,humidity,wind_speed,solar_zenith,ndvi,ndsi,nbr,albedo,ch4_ppm_eq,emission_label
0.13490142459033697,0.2111344430466655,0.10460962210613045,0.32329772350505803,0.0,0.0,304.5924129360801,1025.3305691584105,0.7262221086378537,3.430585512321387,25.037184395992586,0.5110629499094527,0.0,0.9999969068854058,0.15251482823644374,5.382741477133927,1
0.11585207096486445,0.15795257134685867,0.15698074946102492,0.29179930484474226,0.21510422725596934,0.21535175855546457,306.44047621446265,1023.6719854870154,0.268152858286926,2.9866076391811056,37.98485875674254,0.30041053224109965,-0.0005750430534391724,0.1507389041794176,0.21088480344851507,2.1296374998236844,0
0.13943065614302078,0.1472720446631077,0.1793197233289178,0.27331292881699365,0.026853654963079288,0.0,302.9921394728133,1019.2218803779829,0.5008307416183806,4.163673175090763,31.796408645797257,0.20765845633098468,0.9999627625079758,0.999996341203669,0.1505561416359564,4.46058033455213,1
0.16569089569224077,0.17986502170356192,0.2943843828670095,0.43303991297102384,0.21591539520242403,0.20756906034145553,288.34501385422936,1013.597486741095,0.5437509964927998,6.134892419802354,19.289475769589853,0.1906113671016563,0.019708669451821807,0.3519627574071302,0.2868671105358713,1.2179327633959722,0
0.11297539875829991,0.17319261509900286,0.22782765622668794,0.3828745841817711,0.2561574775082937,0.16499683838103937,299.06746540483346,1013.1800031059635,0.5523862987599447,0.8950352516872087,51.840566392923854,0.25388260237719146,0.21645373022243558,0.3976797094140165,0.25221785526899915,2.6111465142739703,0
0.11297589129152458,0.16187087802690897,0.13322592154500545,0.4303524318084088,0.2906574829080052,0.0829464599280358,293.0657545504985,1019.110398178906,0.5770744084117122,7.320085279092554,46.00781873452034,0.5272132637497078,0.5559643333496388,0.6768089716620272,0.23927618220877325,2.0099840093200774,0
0.16737638446522174,0.2078554978982686,0.22430181447088188,0.45523781488972104,0.2561974141978657,0.2400909870766612,298.78436536249154,1009.8666351239677,0.641565972971424,0.41953029642461814,35.01811279013858,0.3398413434618806,0.032453699554818936,0.3094169517898238,0.2933981557886208,1.9779262466133325,0
0.14302304187458725,0.21821220834282043,0.12263480055308174,0.4212493594538027,0.1780023133325138,0.12169642045282755,305.8800254168034,997.9398339882603,0.5446888841431974,3.2144010613406118,19.590445609017895,0.5490397254025852,0.18787435066597388,0.5517169455402033,0.23198010303629912,2.507356859562863,0
0.10591576842195144,0.1835362754516739,0.2541345526943537,0.4526210540920299,0.08162251285306935,0.0,301.8309050152498,1016.9360324328237,0.49479125767844795,3.484497698844141,54.90717505975395,0.2808413808824408,0.9999877486282439,0.9999977906511825,0.22780180808180267,5.1453507622950925,1
0.13627680130757894,0.23910120324221046,0.17644376740910608,0.39443741710061847,0.20387532993389046,0.17513834438955259,306.8885451983846,1003.9514509605202,0.4888615983010457,1.6540320900838392,30.622513020637946,0.38185400702025063,0.07582024520721946,0.385021102576795,0.24800983021550216,2.5464899659544376,0
0.10609746921562613,0.13433243543465978,0.19531819056304148,0.30504052893554046,0.16870619045916732,0.1441746419566225,302.05052352428123,1005.3028701744769,0.45827262969424687,1.7484014470661182,26.941869863099623,0.21928691318808277,0.07840515479321523,0.35810350873930313,0.2015509121206675,2.7256067399769717,1
